MASV,INDEX_F_MAMH,list_score,list_similarity,prediction,F_MAMH,F_MAKH,TKET
67893972,33.0,"5.5,5.5,5.5,2.0,9.5","0.4787048528741731,0.2793410824968897,0.2793410824968897,0.2613729989515836,0.23524684941706753",5.51706765589776,CO3005,MT,3.0
67948386,14.0,"7.5,5.5,5.0,5.5,6.5","0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693,0.767967226407416",6.006065825529869,CO1007,MT,6.0
68068615,23.0,"5.0,3.5,8.0,4.5,4.0","0.8147800709339741,0.8062822254677907,0.7609787720399419,0.7457214123517129,0.7264323849888568",4.9933111546913596,503006,MT,5.5
68068615,26.0,"5.0,4.5,5.0,6.0,6.5","0.8140735809357589,0.800335898380117,0.7656288659656503,0.7488428100612825,0.7350028479735427",5.375575232482651,1004,MT,5.0
68068615,43.0,"4.0,8.0,7.0,5.0,5.5","0.8391121679377538,0.7846649206036909,0.7690648940261873,0.761684795759078,0.7436471634209098",5.87857443377725,505022,MT,8.0
68068615,59.0,"5.5,8.0,5.0,4.0,4.5","0.7860792963577058,0.7763714431182216,0.7604103735879991,0.7532835982770203,0.7500501245925913",5.416561462576781,503008,MT,5.5
68243311,0.0,"5.0,5.0,7.0,5.5,6.5","0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7891530190738951,0.7737891041037069",5.79623032060285,PE1005,MT,6.0
68243311,6.0,"5.0,8.5,0.5,0.5,5.5","0.7613044861152621,0.7332092241681247,0.6982949116229777,0.6982949116229777,0.6872217939622958",4.056874175998158,MT2001,MT,1.5
68243311,10.0,"5.0,1.0,5.5,7.0,6.5","0.7911196890974675,0.789145046403185,0.7837245866603038,0.7799925973199288,0.7756822558106629",4.9894865192312885,MT1007,MT,1.0
68243311,21.0,"3.5,5.0,3.0,3.0,8.5","0.8208551629677354,0.8139473418754974,0.7926766876252196,0.7926766876252196,0.7784714340639428",4.580521177907763,CO2013,MT,2.5
68361278,3.0,"6.0,7.0,0.0,5.0,6.5","0.811112465518883,0.799711299603107,0.7983465096046731,0.7938243881412995,0.7679026824905049",4.8918774719612514,PE1003,MT,2.0
68361278,16.0,"5.0,6.0,7.0,6.0,0.0","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",4.83703430838943,MT1003,MT,4.5
68390522,2.0,"7.5,7.5,8.5,6.5,8.0,8.0","0.8135772514863984,0.7926766876252196,0.7859489454070531,0.7676629016156078,0.7604327273231274,0.7604327273231274",7.666366905309591,CO2007,MT,6.5
68390522,3.0,"5.5,8.0,6.0,10.0,5.0","0.811112465518883,0.7983465096046731,0.7938243881412995,0.7679026824905049,0.7582855118007213",6.891840532061463,PE1003,MT,7.0
68390522,5.0,"6.0,5.5,5.0,10.0,8.0","0.8697646385512399,0.8505209399716357,0.8470718745427088,0.8290331963730082,0.7973979980005522",6.867615596028294,CO1005,MT,6.0
68390522,46.0,"6.0,5.5,10.0,8.0,5.5","0.6628528612486292,0.6560058502778641,0.6546031609370349,0.6497661362933922,0.6304752571984298",7.006454521179349,LA1003,MT,6.5
68418728,114.0,"9.0,8.5,9.88","0.9695996591735083,0.934843616875089,0.861357977247805",9.105059324560724,504015,MT,9.0
68426903,32.0,"6.5,6.0,2.5,5.0,7.0","0.7010186371667715,0.6968431077033885,0.6420174675838158,0.6274178785223096,0.5327681576703782",5.37776220667563,506001,MT,6.5
68426903,85.0,"6.5,7.0,6.0,2.5,5.0","0.7127840486048626,0.6767479314046185,0.4963344771095636,0.4907078784813764,0.46397791954722206",5.595742153152081,506012,MT,1.5
68618101,4.0,"8.0,7.0,6.5,7.0,6.5","0.789145046403185,0.7728207013128747,0.739635180216761,0.739566776124141,0.7378675400367232",7.0133350664975165,CO1009,MT,7.5
68618101,14.0,"7.0,6.5,7.0,8.0,6.0","0.8470718745427088,0.8152799718993222,0.8006053966133693,0.767967226407416,0.7664289293565281",6.898407358974386,CO1007,MT,7.0
68618101,24.0,"7.0,6.5,7.0,7.0,6.0","0.8697646385512399,0.8470115738508361,0.8015527718453053,0.7938243881412995,0.7891530190738951",6.704323771439359,PH1003,MT,6.5
68621091,37.0,"0.0,0.0,0.0,5.5,4.5","0.7505934240118542,0.7505934240118542,0.7274255183012662,0.7020362770915797,0.6631742462424756",1.904791594430605,506002,MT,0.0
68621091,47.0,"0.0,0.0,0.0,4.5,0.0","0.6246642413293502,0.6246642413293502,0.5902952099630266,0.5430723483664704,0.5335315969386059",0.8380091923778883,6018,MT,0.0
68621091,53.0,"0.0,0.0,0.0,5.5,0.0","0.7510103459406173,0.7510103459406173,0.6809497188006722,0.6651410193485894,0.5793216029171976",1.0673514467680252,1001,MT,6.0
68644769,31.0,"9.0,7.5,8.5,8.5,9.5","0.8391121679377538,0.8074164431796548,0.799456737136398,0.7860933666472207,0.7619487863652615",8.593661955766674,503003,MT,10.0
68644769,35.0,"5.5,8.5,8.5,9.5,9.5","0.8018075512429552,0.7992346123054762,0.7886112594253559,0.7860792963577058,0.7811682940149138",8.288173861178452,505004,MT,8.5
68644769,37.0,"9.0,8.5,7.5,7.5,6.5","0.7853239282993838,0.783746358516305,0.7632820948595456,0.7350028479735427,0.7311476943862956",7.823965673105724,506002,MT,8.0
68719071,22.0,"7.0,4.5,5.5,7.0,7.0","0.7588447849240082,0.7468789352761178,0.7311476943862956,0.7162825998405492,0.7018201883137116",6.189072558283108,505003,MT,3.0
68768390,0.0,"8.0,8.5,7.5,6.5,8.5","0.7973979980005522,0.7973135720616393,0.7891530190738951,0.7737891041037069,0.7664289293565281",7.802912173528162,PE1005,MT,8.0
68768390,3.0,"8.5,8.0,8.0,7.5,6.5","0.811112465518883,0.799711299603107,0.7983465096046731,0.7938243881412995,0.7679026824905049",7.712102860986006,PE1003,MT,7.0
68768390,8.0,"8.5,6.5,7.5,7.5,8.5","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",7.6996209875544155,MT1005,MT,7.0
68768390,15.0,"9.5,8.0,8.5,8.5,7.5","0.825599501258673,0.8139473418754974,0.8135772514863984,0.7622902456308084,0.7613044861152621",8.41382879435119,CO2005,MT,8.0
68856195,44.0,"5.5,7.0,7.0,6.0,7.0","0.7810724925279885,0.7528535798297048,0.7292923134243101,0.7245890495818732,0.7102014869143642",6.487238179185987,SP1003,MT,7.0
68856195,78.0,"7.0,6.5,6.0,5.5,7.0","0.7751240429142202,0.7710496088925733,0.764959360969917,0.7557515535940462,0.7482283642315182",6.4012991129343355,IM2011,MT,5.5
68988353,8.0,"7.0,2.0,5.5,5.0,7.0","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",5.294947739599904,MT1005,MT,0.5
69042902,14.0,"8.0,8.0,5.5,5.5,8.0","0.8470718745427088,0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693",7.006929324442467,CO1007,MT,6.0
69061529,51.0,"6.0,5.0,2.5,4.5,6.0","0.9076131526079765,0.7446370068861896,0.7421514185645222,0.6760897248191614,0.6034505632248015",4.814270416392853,506003,MT,5.5
69168509,31.0,"9.0,8.0,10.0,6.0,6.5","0.8391121679377538,0.7860933666472207,0.7619487863652615,0.7584923591610558,0.7570569573013283",7.925805174948463,503003,MT,6.5
69168509,34.0,"6.5,8.0,9.0,10.0,9.0","0.7886112594253559,0.7823251660548002,0.7718578375477012,0.7692271898180093,0.761684795759078",8.487667366229715,505005,MT,8.0
69168509,121.0,"8.0,8.0,8.5,9.0,10.0","0.6506253505824814,0.6094552325756297,0.5914677812544104,0.5745095746843233,0.573849216246314",8.67266811714822,5006,MT,5.0
69168509,164.0,"9.5,8.0,8.0,10.0,0.0","0.6453437231313766,0.6387365445356847,0.6385893610095241,0.6251875918729964,0.6195509412092735",7.135565540845637,EE2027,MT,9.0
69235365,36.0,"7.0,7.0,6.0,5.5,3.5","0.8062822254677907,0.8062822254677907,0.7398668991804614,0.7371563316467106,0.7040192831861378",5.86396536920633,503007,MT,5.0
69250569,28.0,"7.5,7.0,6.5,7.5,7.0","0.7751852233658887,0.7510103459406173,0.7488428100612825,0.7325198125260662,0.7295668862033627",7.1015302150680295,700200,MT,6.0
69250569,30.0,"7.5,6.5,6.0,7.0,6.0","0.8016193466833188,0.800335898380117,0.7952424502453106,0.7509053550566549,0.7457214123517129",6.604419214786435,1025,MT,5.5
69250569,37.0,"7.5,7.5,6.5,6.0,6.0","0.7853239282993838,0.7584923591610558,0.7350028479735427,0.7311476943862956,0.7274255183012662",6.717940640223672,506002,MT,6.5
69313835,32.0,"6.0,9.0,5.0,10.0,7.0","0.7416002770232514,0.7337444811757344,0.732769457354194,0.7022494918844562,0.6645313626231364",7.38241632816651,506001,MT,0.0
69313835,50.0,"6.0,7.0,5.5,6.5,0.0","0.8886169561006896,0.7973342784709135,0.795140127970313,0.7935189493625638,0.7777687332657293",5.044983535032374,504005,MT,6.5
69313835,58.0,"6.5,6.0,10.0,5.5,7.0","0.7554686407240592,0.7266065472217917,0.7086288221293848,0.6637385641753277,0.6518947369602536",7.007397392275527,503001,MT,0.0
69313835,81.0,"6.0,7.0,5.5,0.0,7.5","0.73150875219924,0.7312534861899986,0.7155573904188516,0.7136636211202022,0.6985363371339571",5.203262268684538,504010,MT,8.0
69542832,2.0,"9.0,7.0,8.5,8.0,8.5","0.8135772514863984,0.7926766876252196,0.7859489454070531,0.7676629016156078,0.7604327273231274",8.202558911649293,CO2007,MT,7.0
69542832,8.0,"7.5,9.0,7.0,6.0,7.0","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7089201373494642,0.7033813813254293",7.317894901813543,MT1005,MT,6.0
69542832,45.0,"7.5,7.0,9.0,5.0,6.0","0.7529753721213645,0.7497882965356639,0.7473580384837348,0.739635180216761,0.7359289468732115",6.907669202508159,LA1005,MT,6.5
69621736,36.0,"7.5,8.5,8.0,6.0,8.0","0.7398668991804614,0.7040192831861378,0.7014014324587329,0.6966631190545507,0.6961182834076051",7.601124217981418,503007,MT,6.5
69621736,47.0,"8.5,8.5,7.5,8.0,8.5","0.6854378458625378,0.6854378458625378,0.6780430393368256,0.6720813734550668,0.6676945477271736",8.20074502717653,6018,MT,5.5
69621736,127.0,"7.5,8.5,8.0,8.0,9.0","0.7807495818687387,0.7631521891869818,0.7149043722088281,0.6748621458738281,0.6540045949727649",8.17983966751521,6001,MT,8.0
69680411,1.0,"7.0,9.0,8.5,7.5,9.5","0.7570368723256772,0.755511107800725,0.7307369739739081,0.6988008835897682,0.6982949116229777",8.291696039844723,CO2003,MT,10.0
69680411,6.0,"7.0,8.5,7.5,9.0,9.0","0.7712490406242498,0.7613044861152621,0.7332092241681247,0.6819070573319794,0.6527897798193318",8.160394919975193,MT2001,MT,9.5
69680411,13.0,"8.5,7.0,9.0,7.5,9.0","0.7562352828090604,0.7561973093106854,0.7445166160969994,0.7338617066978484,0.7208891548236209",8.19408767845737,MT1009,MT,7.5
69680411,61.0,"7.5,7.0,9.0,8.5,9.0","0.7876307819073569,0.7875658004212863,0.7833712510128787,0.7672126385480813,0.7631152005607722",8.192525498890786,SP1007,MT,7.5
69695569,6.0,"6.0,7.0,5.0,8.0,7.0","0.7712490406242498,0.7613044861152621,0.6982949116229777,0.6872217939622958,0.6839628767267655",6.588949622315446,MT2001,MT,5.0
69695569,17.0,"2.0,6.0,7.0,4.5,7.0","0.753407938644483,0.7325330248875426,0.7318286858060102,0.7050836204165909,0.679964296815494",5.261837671921556,CO1011,MT,4.5
69695569,41.0,"7.0,7.0,3.0,4.5,8.0","0.5817335099165823,0.5693804315627491,0.5493598652017535,0.5189718316083883,0.5056420450016814",5.9030712614662955,LA1007,MT,4.5
69697678,5.0,"8.0,8.5,9.0,9.0,6.0","0.8470718745427088,0.845196583125298,0.8290331963730082,0.799711299603107,0.7973979980005522",8.1108550838899,CO1005,MT,8.5
69862354,52.0,"6.0,7.0,8.0,5.5,8.5","0.7260676257692904,0.6768477671441536,0.6638249921969508,0.6492464641538479,0.6485404831307404",6.9811855874976825,SP1005,MT,7.0
69862354,62.0,"7.5,9.0,9.5,7.0,9.5","0.6287227399551787,0.6038149736357893,0.5927661924813924,0.5735018158273745,0.5601666296855947",8.488463848033907,EE2001,MT,9.0
69903060,20.0,"8.5,6.0,7.5,7.0,8.0","0.7672804402969138,0.7631152005607722,0.7625373512822752,0.7445166160969994,0.7321561419992537",7.398245964430343,PH1005,MT,7.5
69981143,5.0,"6.5,6.5,8.0,6.0,7.0","0.8697646385512399,0.8505209399716357,0.8470718745427088,0.8290331963730082,0.799711299603107",6.799312761863648,CO1005,MT,8.5
69981143,16.0,"6.5,6.5,8.0,8.5,6.0","0.7428349572370649,0.7333759035943085,0.7251370977620758,0.701491492524124,0.6909782331773089",7.096913840253308,MT1003,MT,7.0
70178486,20.0,"10.0,7.5,7.5,8.0,8.0","0.7676629016156078,0.7672804402969138,0.7625373512822752,0.7445166160969994,0.7321561419992537",8.204129725350219,PH1005,MT,8.0
70244594,1.0,"6.5,7.0,9.0,8.0,6.0","0.7571597756553327,0.7570368723256772,0.755511107800725,0.7307369739739081,0.7147165049260279",7.309128655332794,CO2003,MT,7.0
70244594,4.0,"8.0,6.0,7.5,7.0,7.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.7580170663465194,0.7483390981908294",7.104813209969287,CO1009,MT,6.0
70244594,11.0,"8.0,8.0,6.0,7.0,8.5","0.7344555106075612,0.7143457162303073,0.6946642382342544,0.6899047792992471,0.6798005291387053",7.5049107762385825,PE1007,MT,7.0
70658449,2.0,"8.0,8.0,9.0,9.0,6.5","0.8135772514863984,0.7859489454070531,0.7587075114185058,0.7571597756553327,0.7405025430720532",8.105063380761543,CO2007,MT,9.5
70658449,30.0,"8.0,6.0,6.0,7.5,8.0","0.800335898380117,0.6591599080624396,0.5308139509784069,0.2936089134738929,0.13902587818744",6.957156417064658,1025,MT,6.5
70658449,55.0,"8.0,6.0,6.0,7.5,7.5","0.6780137673290966,0.5513920069441497,0.3966815625458004,0.31470936330807847,0.17915577687466508",6.989090683720331,503004,MT,0.0
70682057,79.0,"8.5,7.5,8.5,8.5,7.0","0.660958574970403,0.6328649590921606,0.6220278508928159,0.6152756031469964,0.555166762778138",8.025121319757321,CO2021,MT,10.0
70682057,100.0,"7.5,7.0,8.5,7.5,8.5","0.7432653405793203,0.6782389509989724,0.6472145311638051,0.6240835953153256,0.5342095732428794",7.761016888433623,CO3007,MT,9.0
70856514,34.0,"7.5,5.5,8.0,8.0,7.0","0.799456737136398,0.7886112594253559,0.7823251660548002,0.7823251660548002,0.7718578375477012",7.199120052317045,505005,MT,6.0
70856514,42.0,"6.5,7.0,8.5,5.5,8.0,8.0","0.7853239282993838,0.7751852233658887,0.7690648940261873,0.7689197505711695,0.7486989826813978,0.7486989826813978",7.240422049453323,506005,MT,8.0
70856514,83.0,"8.0,7.5,7.0,6.5,6.5","0.8158143308175044,0.7970826176117014,0.7632102285462136,0.7411579209726449,0.7356750840512584",7.123526220140908,504002,MT,9.0
70867822,73.0,"5.0,6.5,5.0,0.0,5.0,5.0","0.6862317536005111,0.6655658251157948,0.5798167995169091,0.5046547831601864,0.44231973803931973,0.44231973803931973",4.540810860943151,CO2015,MT,5.0
70867822,123.0,"5.5,4.0,0.0,5.0,0.0","0.693338542862229,0.6870055179744341,0.6337395350191286,0.6325382658138184,0.606369705416312",2.989271624647973,700212,MT,4.0
70904143,4.0,"1.5,5.5,6.5,5.5,6.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.7580170663465194,0.739566776124141",4.974499315425895,CO1009,MT,2.5
70904143,8.0,"5.5,6.0,1.5,5.5,5.5","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",4.811073120462217,MT1005,MT,2.5
70904143,16.0,"5.5,5.5,6.5,5.5,1.5","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",4.927938591741054,MT1003,MT,5.0
70914793,23.0,"7.5,9.0,9.0,7.0,7.5","0.8147800709339741,0.7609787720399419,0.7586621341112049,0.7457214123517129,0.7354064135401271",7.9996923775587145,503006,MT,6.0
70914793,34.0,"9.0,7.0,8.5,7.5,9.0","0.799456737136398,0.7886112594253559,0.7823251660548002,0.7718578375477012,0.7692271898180093",8.200769707420038,505005,MT,9.0
70914793,36.0,"9.0,9.0,7.0,7.5,8.0","0.7398668991804614,0.7040192831861378,0.6966631190545507,0.6961182834076051,0.695599104507105",8.113005035212474,503007,MT,0.0
70914793,40.0,"8.5,7.5,8.0,9.0,7.0","0.7628495032073644,0.7317825865533817,0.7255545632027222,0.7109135448775599,0.7014623718735085",8.006877963104985,506010,MT,8.0
70989401,1.0,"3.5,3.5,3.5,7.0,7.5","0.7571597756553327,0.755511107800725,0.7307369739739081,0.6982949116229777,0.696247378799275",4.9373538650508015,CO2003,MT,2.0
70989401,12.0,"3.5,3.5,3.5,9.0,7.0","0.825599501258673,0.7859489454070531,0.7510735607737756,0.7338617066978484,0.7332092241681247",5.224021162476802,CO2001,MT,9.0
70989401,25.0,"3.5,8.5,3.5,3.5,9.0","0.6691285032693622,0.6586074062999164,0.6525939642900696,0.6234854567086774,0.617609024012937",5.576685939887899,CO3001,MT,2.5
70989401,29.0,"3.5,7.5,3.5,7.0,3.5","0.6838611751242892,0.6683964429721415,0.6613820336517217,0.6323624276152495,0.6237693837036942",4.994555299579864,CO3003,MT,6.0
71089246,107.0,"0.0,5.0,5.0,6.0,5.5","0.7780250007422199,0.6650635139918272,0.6650635139918272,0.657922608833012,0.6280617980568463",4.1402315283415305,502001,MT,7.0
71096292,54.0,"7.0,0.0,6.5","0.7396521557530387,0.7377483257675118,0.701954325737574",4.46933568372002,501303,MT,6.25
71239669,4.0,"5.5,6.0,8.5,6.0,0.0","0.789145046403185,0.7335061905108867,0.6236028677591917,0.6191951020875434,0.5981946475072326",5.279134966750322,CO1009,MT,5.5
71239669,12.0,"8.5,6.0,0.0,5.5,6.0","0.7650705066499988,0.7338617066978484,0.7332092241681247,0.7234335545552529,0.6711586140059934",5.214638800355072,CO2001,MT,8.0
71306407,7.0,"7.0,6.5,6.5,7.5,7.0","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",6.899959752810882,PH1007,MT,7.0
71306407,11.0,"8.0,7.0,6.0,5.5,7.5","0.7344555106075612,0.698838543131941,0.6946642382342544,0.6798005291387053,0.6780415602596209",6.816143017072976,PE1007,MT,5.0
71306407,13.0,"7.5,5.5,7.0,6.0,8.0","0.7604327273231274,0.7445166160969994,0.7397103593757179,0.7339840581519338,0.7338617066978484",6.801567723372214,MT1009,MT,6.0
71306407,16.0,"6.5,6.5,7.0,7.5,7.0","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",6.8965865894387095,MT1003,MT,6.5
71306407,41.0,"7.0,9.5,5.5,8.0,8.5","0.6903058748566554,0.6530024150782385,0.5693804315627491,0.5572923670846738,0.5556516038323089",7.716942664131997,LA1007,MT,8.5
71306407,79.0,"7.0,8.5,6.0,7.0,7.5","0.6904934271022597,0.660958574970403,0.6328649590921606,0.6220278508928159,0.6161445676568484",7.206872733666212,CO2021,MT,9.0
71452693,18.0,"6.0,5.0,2.5,6.0,2.8","0.8208551629677354,0.7622902456308084,0.7611984455410121,0.7587075114185058,0.755511107800725",4.485415127955799,CO2011,MT,4.0
71452693,20.0,"6.0,5.0,6.0,1.5,6.0","0.7676629016156078,0.7625373512822752,0.7445166160969994,0.7437224246681873,0.7214134242912045",4.901216552576722,PH1005,MT,6.0
71493111,42.0,"6.0,6.5,10.0,7.0,7.0","0.7853239282993838,0.7751852233658887,0.7690648940261873,0.7689197505711695,0.7486989826813978",7.294832675997998,506005,MT,6.0
71603802,30.0,"7.5,5.5,7.5,0.0,8.0","0.8016193466833188,0.800335898380117,0.7952424502453106,0.7500501245925913,0.7278584565534725",5.729179275773095,1025,MT,5.5
71603802,38.0,"8.0,7.5,7.0,6.0,0.0","0.8067302367535597,0.8027962907631983,0.8018075512429552,0.7823251660548002,0.7628495032073644",5.75795970151005,502013,MT,8.0
71603802,42.0,"7.0,9.0,7.0,8.0,0.0","0.7853239282993838,0.7690648940261873,0.7689197505711695,0.7275441790251107,0.7236754323618608",6.258171108348233,506005,MT,7.5
71658876,41.0,"8.5,8.0,7.0,7.5,6.0","0.5693804315627491,0.5572923670846738,0.5395660055267608,0.5305019652398731,0.5231223010865088",7.424099179283292,LA1007,MT,0.0
71713117,26.0,"7.0,5.0,4.0,4.0,5.5","0.8140735809357589,0.7870897703557839,0.7746719110216017,0.7746719110216017,0.7656288659656503",5.117875826625678,1004,MT,5.0
71713117,34.0,"5.5,6.5,8.0,8.0,7.0","0.799456737136398,0.7886112594253559,0.7823251660548002,0.7823251660548002,0.7718578375477012",6.992651333013761,505005,MT,6.5
71825004,63.0,"0.0,0.0,0.0,6.0,4.5","0.7949946147708993,0.7011081403731083,0.0,-0.019947289224130117,-0.08230803052761479",-0.35159506002974394,IM3001,MT,0.0
71916095,58.0,"9.0,7.5,7.5,9.45,9.0","0.7554686407240592,0.6072220039572719,0.6072220039572719,0.5994950486981557,0.3334400562179259",8.465389379082222,503001,MT,9.0
71925737,38.0,"8.5,9.0,9.0,7.5,8.5","0.8018075512429552,0.7823251660548002,0.7628495032073644,0.7588323056974299,0.74384854086088",8.503573047483385,502013,MT,9.0
71925737,39.0,"9.5,8.5,8.5,8.5,9.0","0.7846649206036909,0.7811682940149138,0.7763714431182216,0.7742200534289769,0.7692271898180093",8.800922096293968,501302,MT,8.5
72009740,7.0,"9.0,8.0,6.0,7.0,7.5","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",7.510633564200182,PH1007,MT,7.5
72009740,16.0,"8.0,6.0,9.0,7.0,7.5","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",7.500453412874162,MT1003,MT,5.5
72028247,19.0,"6.5,5.0,7.0,7.0,8.0","0.7710496088925733,0.7611984455410121,0.7444472541640987,0.7405025430720532,0.7190146387141275",6.681788158496297,CO2017,MT,5.0
72028247,21.0,"5.0,7.0,7.0,8.0,5.5","0.8208551629677354,0.8139473418754974,0.7926766876252196,0.7784714340639428,0.7712490406242498",6.492076681618524,CO2013,MT,6.5
72079014,14.0,"8.5,8.5,8.0,8.0,7.5","0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693,0.767967226407416",8.111815326689968,CO1007,MT,8.5
72274911,3.0,"7.5,8.0","0.839416020769403,0.7738696357542351",7.739842718685605,PE1003,MT,6.0
72274911,57.0,"7.5,8.0","0.8764841725439037,0.6733179147410457",7.717227064108751,SP1011,MT,9.5
72369781,12.0,"8.0,6.0,6.5,5.0,7.5","0.7859489454070531,0.7512579214707725,0.7510735607737756,0.7344555106075612,0.7338617066978484",6.615922155982368,CO2001,MT,9.0
72369781,15.0,"8.0,7.5,6.5,7.5,6.0","0.8135772514863984,0.7625373512822752,0.7622902456308084,0.7562352828090604,0.7444472541640987",7.116530609138281,CO2005,MT,7.5
72369781,52.0,"6.0,8.0,7.5,7.0,7.5","0.7557515535940462,0.6768477671441536,0.6638249921969508,0.6492464641538479,0.6485404831307404",7.170077495758642,SP1005,MT,7.0
72369781,87.0,"6.0,5.0,6.5,2.5,7.0","0.5792390811746556,0.5632258431778219,0.5562016482821437,0.5506304094255379,0.5459267830966688",5.403838544269113,SP1009,MT,7.0
72450241,21.0,"7.0,7.5,7.0,7.5,8.5","0.8208551629677354,0.8139473418754974,0.7926766876252196,0.7875658004212863,0.7784714340639428",7.492914892989656,CO2013,MT,6.5
72450241,33.0,"6.5,9.0,7.0,7.5,9.0","0.5395160087009059,0.5160559606985113,0.505585046774812,0.4943585905160045,0.48404005318857574",7.778724148450482,CO3005,MT,5.0
72509824,9.0,"7.5,5.5,0.0,7.0,6.0","0.8689609615196016,0.8152799718993222,0.811112465518883,0.8009374439453248,0.7973135720616393",5.225636976238945,CH1003,MT,5.0
72509824,79.0,"7.5,4.0,2.0,8.5,0.0","0.6904934271022597,0.629980212730058,0.6220278508928159,0.6152756031469964,0.5647619966500542",4.538780611502993,CO2021,MT,9.0
72667040,15.0,"9.5,7.0,7.5,6.0,5.0","0.825599501258673,0.8135772514863984,0.7821438022826458,0.7625373512822752,0.7622902456308084",7.042561202792527,CO2005,MT,7.0
72667040,33.0,"5.0,5.0,7.0,8.5,5.0","0.5324756497465771,0.5160559606985113,0.505585046774812,0.48404005318857574,0.4787048528741731",6.074874486215764,CO3005,MT,2.5
72667040,47.0,"0.0,0.0,0.0,0.0,0.0","0.5633606717804002,0.5335315969386059,0.4603187463749854,0.4440489992761781,0.42626750900728355",0.0,6018,MT,0.0
72691638,13.0,"4.0,4.0,6.0,6.0,0.0","0.7604327273231274,0.7604327273231274,0.7562352828090604,0.7561973093106854,0.7445166160969994",4.012387775480766,MT1009,MT,5.0
72836528,47.0,"0.0,0.0","0.6065109168275813,0.5732457526185386",0.0,6018,MT,0.0
72925975,96.0,"0.0,0.0,0.0,2.5,2.5","0.741734285870384,0.674747060016157,0.6337757438579874,0.5972025006489087,0.5972025006489087",0.9202845841753858,505002,MT,0.0
72990975,101.0,"9.64,6.5,8.5,8.5,8.0","0.9070052716662474,0.9065953209968513,0.8476078492629286,0.81449336915899,0.7664877762469297",8.22597912080852,505008,MT,9.0
73170281,31.0,"9.0,9.0,10.0,6.5,6.0","0.8391121679377538,0.799456737136398,0.7619487863652615,0.7584923591610558,0.7570569573013283",8.130389501361984,503003,MT,8.0
73170281,40.0,"8.5,6.5,10.0,6.0,5.5","0.7628495032073644,0.7255545632027222,0.7109135448775599,0.7014623718735085,0.6943160367789892",7.325805256467077,506010,MT,9.0
73185334,23.0,"0.0,9.0,9.5,6.0,8.0","0.8147800709339741,0.8062822254677907,0.7586621341112049,0.7354064135401271,0.7310709935711958",6.428377338706913,503006,MT,10.0
73185334,39.0,"7.5,0.0,8.0,9.5,6.5,6.5","0.8067302367535597,0.8038750519046526,0.7811682940149138,0.7763714431182216,0.7742200534289769,0.7742200534289769",6.305454411519498,501302,MT,10.0
73185334,43.0,"8.5,8.0,8.0,8.0,0.0","0.8391121679377538,0.761684795759078,0.7611447912545427,0.7436471634209098,0.7400206257817776",6.56963925767057,505022,MT,9.0
73200219,125.0,"6.5,8.0,7.5,6.0,6.0","0.7012720181199983,0.6985294921717656,0.6782381449392644,0.6672069711611512,0.6379387186756724",6.8172925597598235,5005,MT,5.0
73252255,24.0,"9.0,6.5,8.0,7.0,5.0","0.8697646385512399,0.8470115738508361,0.8287667523107037,0.8015527718453053,0.7938243881412995",7.134545330367998,PH1003,MT,8.0
73375324,0.0,"8.5,8.0,0.0","0.8215428730670428,0.7983465096046731,0.5609162513811937",6.130709811612159,PE1005,MT,7.0
73476183,4.0,"8.5,6.5,9.5,9.0,7.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.739566776124141,0.7378675400367232",8.103897400454073,CO1009,MT,9.0
73476183,14.0,"9.5,6.5,7.0,9.0,8.5","0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693,0.767967226407416",8.097733226393617,CO1007,MT,7.5
73478373,51.0,"8.5,8.5,8.0,5.0,0.0","0.8886169561006896,0.8886169561006896,0.7989536768626145,0.7491191779652814,0.7485508311343131",6.196513488792146,506003,MT,7.0
73478373,60.0,"8.5,8.5,6.0,8.0,0.0","0.8511763040663789,0.8511763040663789,0.7677937288171591,0.7556196674929823,0.7180250753580755",6.369941098209247,504009,MT,7.5
73478373,98.0,"8.5,8.5,5.0,7.5,8.0","0.666821639366333,0.666821639366333,0.5829994723645663,0.5657873774367985,0.5205743482390115",7.545431757759936,404036,MT,8.0
