MASV,INDEX_F_MAMH,list_score,list_similarity,prediction,F_MAMH,F_MAKH,TKET
19780945,71.0,"5.0,6.5,0.0,0.0,0.0","0.7434764979011416,0.7103179598733865,0.7093955932876009,0.7027680124115644,0.698189119889797",2.3384133145751544,700211,MT,9.0
19780945,131.0,"0.0,1.0,6.5,5.0,0.0","0.5713626965523271,0.5514391462797992,0.5122708577629469,0.4603057689081024,0.4422192167926585",2.4364494812038067,505021,MT,0.0
19894301,22.0,"8.0,6.5,6.0,6.0,5.0","0.7742200534289769,0.7588447849240082,0.7518201426885993,0.7468789352761178,0.7311476943862956",6.318028943738536,505003,MT,4.0
19898602,5.0,"6.0,5.5,8.0,8.0,6.0","0.8697646385512399,0.8505209399716357,0.8470718745427088,0.8290331963730082,0.799711299603107",6.697540171185324,CO1005,MT,8.0
19898602,10.0,"7.0,6.0,5.5,8.0,8.0","0.789145046403185,0.7837245866603038,0.7799925973199288,0.7756822558106629,0.767967226407416",6.894761255536343,MT1007,MT,8.0
19987247,63.0,"5.0,5.0,7.0,6.0,5.0","0.795573450854194,0.7949946147708993,0.7941136126366702,0.7933830361575215,0.78930819772721",5.600299067964933,IM3001,MT,0.0
19992274,55.0,"0.0,8.0,6.5,3.5,9.0","0.7588323056974299,0.7399026487004027,0.7250453687125216,0.7161114391602909,0.682321867286379",5.322519569678386,503004,MT,6.0
20016122,12.0,"8.0,8.0,8.5,8.5,7.5","0.17598030486782995,0.17598030486782995,0.14315419452155648,0.14035350780878533,0.13275132405080206",8.098120622795834,CO2001,MT,8.5
20016122,77.0,"8.5,8.0,8.0,7.0,7.0","0.7366340648399633,0.7337444811757344,0.7337444811757344,0.7177677554850896,0.7173231817570133",7.706866945651497,504008,MT,9.0
20016122,114.0,"7.5,7.5,9.0,9.0,7.0","0.9695996591735083,0.934843616875089,0.8485791545883372,0.770223475707611,0.7266614808079935",7.985863106401338,504015,MT,8.5
20021654,26.0,"9.5,7.5,8.0,9.0,8.0","0.8140735809357589,0.800335898380117,0.7870897703557839,0.7545689227444441,0.7488428100612825",8.403469208908438,1004,MT,9.0
20021654,27.0,"7.5,8.5,9.0,7.5,7.5","0.7952424502453106,0.7434764979011416,0.7388724572355622,0.7338010219847008,0.7274255183012662",7.995286267120888,502002,MT,5.5
20065424,19.0,"6.0,9.0,7.5,7.5,7.5","0.7949946147708993,0.7611984455410121,0.7509535685111064,0.7444472541640987,0.7405025430720532",7.486631602114212,CO2017,MT,7.5
20179783,3.0,"8.0,7.5,10.0,9.0,7.0","0.8328533074252072,0.799711299603107,0.7983465096046731,0.7679026824905049,0.7582855118007213",8.304883563767774,PE1003,MT,7.0
20276142,0.0,"8.0,10.0,8.0","0.8215428730670428,0.7983465096046731,0.5609162513811937",8.732157416634136,PE1005,MT,8.0
20361685,35.0,"8.0,8.0,8.5,9.5,9.5","0.8018075512429552,0.8018075512429552,0.7992346123054762,0.7886112594253559,0.7811682940149138",8.693315799271438,505004,MT,7.0
20361685,59.0,"9.5,9.5,8.5,7.0,7.5","0.7763714431182216,0.7604103735879991,0.755406754092496,0.7545689227444441,0.7532835982770203",8.408328579278438,503008,MT,8.5
20368634,6.0,"8.5,10.0,9.5,9.5,9.0","0.7712490406242498,0.7332092241681247,0.6982949116229777,0.6872217939622958,0.68296015845712",9.291173228490136,MT2001,MT,8.0
20368634,15.0,"10.0,8.5,9.0,7.5,9.5","0.825599501258673,0.8139473418754974,0.8135772514863984,0.7625373512822752,0.7622902456308084",8.913514516900921,CO2005,MT,9.5
