F_MAMH,NAMHOC,F_MAKH,F_MANG,F_TENMHVN,F_DVHT,TEN_KHKTVN,KHOI,COMPULSARY,avg_TKET,std_TKET,range_TKET,PASS_RATE,LEVEL
CO3041,2016,MT,KHKH,Hệ thống thông minh,3,Tự chọn chuyên ngành,TC_D,0,5.779411764705882,2.3256783630960434,9.0,77.45098039215686,2
CO3043,2020,MT,KHKH,Phát triển ứng dụng trên thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.311942608610692,9.0,77.45098039215686,2
CO3043,2020,MT,KHAI,Phát triển ứng dụng trên thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.311942608610692,9.0,77.45098039215686,2
CO3043,2020,MT,KHIP,Phát triển ứng dụng trên thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.311942608610692,9.0,77.45098039215686,2
CO3043,2016,MT,KHKH,Phát triển ứng dụng trên thiết bị di động,3,Tự chọn chuyên ngành,TC_D,0,5.764705882352941,2.311942608610692,9.0,77.45098039215686,2
CO3045,2020,MT,KHKH,Lập trình game,3,Tự chọn chuyên ngành,TC_C,0,5.833333333333333,2.2835326693842624,9.0,78.43137254901961,2
CO3045,2020,MT,KHAI,Lập trình game,3,Tự chọn chuyên ngành,TC_C,0,5.833333333333333,2.2835326693842624,9.0,78.43137254901961,2
CO3045,2020,MT,KHIP,Lập trình game,3,Tự chọn chuyên ngành,TC_C,0,5.833333333333333,2.2835326693842624,9.0,78.43137254901961,2
CO3045,2016,MT,KHKH,Lập trình game,3,Tự chọn chuyên ngành,TC_D,0,5.833333333333333,2.2835326693842624,9.0,78.43137254901961,2
CO3047,2020,MT,KHKH,Mạng máy tính nâng cao,3,Tự chọn chuyên ngành,TC_C,0,5.9068627450980395,2.3290358266812183,9.0,79.41176470588235,2
